id,lat,lon,name,level,geocode_data,city,state,latlng,county
4,59.0058514,-158.538891,Bristol Bay Area Health Corporation/Kanakanak Hospital,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 59.0355538, u'lng': -158.5296786}, u'southwest': {u'lat': 59.00549030000001, u'lng': -158.5414696}}, u'viewport': {u'northeast': {u'lat': 59.0355538, u'lng': -158.5296786}, u'southwest': {u'lat': 59.00549030000001, u'lng': -158.5414696}}, u'location': {u'lat': 59.005857, u'lng': -158.5388551}}, u'address_components': [{u'long_name': u'2511-5543', u'types': [u'street_number'], u'short_name': u'2511-5543'}, {u'long_name': u'Kanakanak Road', u'types': [u'route'], u'short_name': u'Kanakanak Rd'}, {u'long_name': u'Dillingham', u'types': [u'locality', u'political'], u'short_name': u'Dillingham'}, {u'long_name': u'Dillingham', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Dillingham'}, {u'long_name': u'Alaska', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'AK'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'99576', u'types': [u'postal_code'], u'short_name': u'99576'}], u'place_id': u'EjEyNTExLTU1NDMgS2FuYWthbmFrIFJkLCBEaWxsaW5naGFtLCBBSyA5OTU3NiwgVVNB', u'formatted_address': u'2511-5543 Kanakanak Rd, Dillingham, AK 99576, USA', u'types': [u'route', u'street_address']}",Dillingham,Alaska,"59.0058514,-158.538891",Dillingham
7,58.3290073,-134.4652479,Bartlett Regional Hospital,4,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 58.32944609999999, u'lng': -134.4640487}, u'southwest': {u'lat': 58.32838599999999, u'lng': -134.466082}}, u'viewport': {u'northeast': {u'lat': 58.3302650302915, u'lng': -134.4637163697085}, u'southwest': {u'lat': 58.32756706970849, u'lng': -134.4664143302915}}, u'location': {u'lat': 58.3289161, u'lng': -134.4650653}}, u'address_components': [{u'long_name': u'3260', u'types': [u'street_number'], u'short_name': u'3260'}, {u'long_name': u'Hospital Drive', u'types': [u'route'], u'short_name': u'Hospital Dr'}, {u'long_name': u'Juneau', u'types': [u'locality', u'political'], u'short_name': u'Juneau'}, {u'long_name': u'Juneau', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Juneau'}, {u'long_name': u'Alaska', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'AK'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'99801', u'types': [u'postal_code'], u'short_name': u'99801'}, {u'long_name': u'7808', u'types': [u'postal_code_suffix'], u'short_name': u'7808'}], u'place_id': u'ChIJ5_d8_AfgAFQRBQtEUDum4Vk', u'formatted_address': u'3260 Hospital Dr, Juneau, AK 99801, USA', u'types': [u'premise']}",Juneau,Alaska,"58.3290073,-134.4652479",Juneau
9,57.8001236,-152.3752778,Providence Kodiak Island Medical Center,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 57.8001531, u'lng': -152.3751694}, u'southwest': {u'lat': 57.7992741, u'lng': -152.3775001}}, u'viewport': {u'northeast': {u'lat': 57.80106258029149, u'lng': -152.3749857697085}, u'southwest': {u'lat': 57.79836461970849, u'lng': -152.3776837302915}}, u'location': {u'lat': 57.8001236, u'lng': -152.3752778}}, u'address_components': [{u'long_name': u'1819-1927', u'types': [u'street_number'], u'short_name': u'1819-1927'}, {u'long_name': u'East Rezanof Drive', u'types': [u'route'], u'short_name': u'E Rezanof Dr'}, {u'long_name': u'Kodiak', u'types': [u'locality', u'political'], u'short_name': u'Kodiak'}, {u'long_name': u'Kodiak Island', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Kodiak Island'}, {u'long_name': u'Alaska', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'AK'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'99615', u'types': [u'postal_code'], u'short_name': u'99615'}], u'place_id': u'Ei0xODE5LTE5MjcgRSBSZXphbm9mIERyLCBLb2RpYWssIEFLIDk5NjE1LCBVU0E', u'formatted_address': u'1819-1927 E Rezanof Dr, Kodiak, AK 99615, USA', u'types': [u'route', u'street_address']}",Kodiak,Alaska,"57.8001236,-152.3752778",Kodiak Island
13,57.0595385,-135.3466806,Sitka Community Hospital,4,"{u'geometry': {u'location': {u'lat': 57.0595385, u'lng': -135.3466806}, u'viewport': {u'northeast': {u'lat': 57.06088748029149, u'lng': -135.3453316197085}, u'southwest': {u'lat': 57.0581895197085, u'lng': -135.3480295802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'209', u'types': [u'street_number'], u'short_name': u'209'}, {u'long_name': u'Moller Avenue', u'types': [u'route'], u'short_name': u'Moller Ave'}, {u'long_name': u'Sitka', u'types': [u'locality', u'political'], u'short_name': u'Sitka'}, {u'long_name': u'Sitka', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Sitka'}, {u'long_name': u'Alaska', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'AK'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'99835', u'types': [u'postal_code'], u'short_name': u'99835'}, {u'long_name': u'7142', u'types': [u'postal_code_suffix'], u'short_name': u'7142'}], u'place_id': u'ChIJB3w0bLFnBFQRk69bO01giYc', u'formatted_address': u'209 Moller Ave, Sitka, AK 99835, USA', u'types': [u'street_address']}",Sitka,Alaska,"57.0595385,-135.3466806",Sitka
12,57.0519903,-135.3551987,SEARHC Mt. Edgecumbe Hospital,4,"{u'geometry': {u'location': {u'lat': 57.0519903, u'lng': -135.3551987}, u'viewport': {u'northeast': {u'lat': 57.0533392802915, u'lng': -135.3538497197085}, u'southwest': {u'lat': 57.0506413197085, u'lng': -135.3565476802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'222', u'types': [u'street_number'], u'short_name': u'222'}, {u'long_name': u'Tongass Drive', u'types': [u'route'], u'short_name': u'Tongass Dr'}, {u'long_name': u'Sitka', u'types': [u'locality', u'political'], u'short_name': u'Sitka'}, {u'long_name': u'Sitka', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Sitka'}, {u'long_name': u'Alaska', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'AK'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'99835', u'types': [u'postal_code'], u'short_name': u'99835'}], u'place_id': u'ChIJQdVLKK9nBFQR5t91E7py-pE', u'formatted_address': u'222 Tongass Dr, Sitka, AK 99835, USA', u'types': [u'street_address']}",Sitka,Alaska,"57.0519903,-135.3551987",Sitka
8,55.3535001,-131.6866322,PeaceHealth Ketchikan Medical Center,4,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 55.3540448, u'lng': -131.6858896}, u'southwest': {u'lat': 55.3529555, u'lng': -131.6873749}}, u'viewport': {u'northeast': {u'lat': 55.3548491302915, u'lng': -131.6852832697085}, u'southwest': {u'lat': 55.3521511697085, u'lng': -131.6879812302915}}, u'location': {u'lat': 55.3535001, u'lng': -131.6866322}}, u'address_components': [{u'long_name': u'3100', u'types': [u'street_number'], u'short_name': u'3100'}, {u'long_name': u'Tongass Avenue', u'types': [u'route'], u'short_name': u'Tongass Ave'}, {u'long_name': u'Ketchikan', u'types': [u'locality', u'political'], u'short_name': u'Ketchikan'}, {u'long_name': u'Ketchikan Gateway', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Ketchikan Gateway'}, {u'long_name': u'Alaska', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'AK'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'99901', u'types': [u'postal_code'], u'short_name': u'99901'}, {u'long_name': u'5746', u'types': [u'postal_code_suffix'], u'short_name': u'5746'}], u'place_id': u'ChIJIcWR37slDFQRD77R0qy99lo', u'formatted_address': u'3100 Tongass Ave, Ketchikan, AK 99901, USA', u'types': [u'premise']}",Ketchikan,Alaska,"55.3535001,-131.6866322",Ketchikan Gateway
1048,48.9069227,-103.2981409,St. Luke's Hospital,5,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 48.9078787, u'lng': -103.2981183}, u'southwest': {u'lat': 48.9068763, u'lng': -103.2982005}}, u'viewport': {u'northeast': {u'lat': 48.9087264802915, u'lng': -103.2968104197085}, u'southwest': {u'lat': 48.9060285197085, u'lng': -103.2995083802915}}, u'location': {u'lat': 48.9069227, u'lng': -103.2981409}}, u'address_components': [{u'long_name': u'600-706', u'types': [u'street_number'], u'short_name': u'600-706'}, {u'long_name': u'1st Street Southwest', u'types': [u'route'], u'short_name': u'1st St SW'}, {u'long_name': u'Crosby', u'types': [u'locality', u'political'], u'short_name': u'Crosby'}, {u'long_name': u'Divide County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Divide County'}, {u'long_name': u'North Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'ND'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'58730', u'types': [u'postal_code'], u'short_name': u'58730'}, {u'long_name': u'3329', u'types': [u'postal_code_suffix'], u'short_name': u'3329'}], u'place_id': u'Eig2MDAtNzA2IDFzdCBTdCBTVywgQ3Jvc2J5LCBORCA1ODczMCwgVVNB', u'formatted_address': u'600-706 1st St SW, Crosby, ND 58730, USA', u'types': [u'route', u'street_address']}",Crosby,North Dakota,"48.9069227,-103.2981409",Divide County
1073,48.8615774,-99.6155575,Presentation Medical Center,5,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 48.8618013, u'lng': -99.6150282}, u'southwest': {u'lat': 48.86148250000001, u'lng': -99.6157345}}, u'viewport': {u'northeast': {u'lat': 48.86299088029151, u'lng': -99.61403236970851}, u'southwest': {u'lat': 48.86029291970851, u'lng': -99.61673033029152}}, u'location': {u'lat': 48.8615774, u'lng': -99.6155575}}, u'address_components': [{u'long_name': u'201-247', u'types': [u'street_number'], u'short_name': u'201-247'}, {u'long_name': u'2nd Avenue Northeast', u'types': [u'route'], u'short_name': u'2nd Ave NE'}, {u'long_name': u'Rolla', u'types': [u'locality', u'political'], u'short_name': u'Rolla'}, {u'long_name': u'Rolette County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Rolette County'}, {u'long_name': u'North Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'ND'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'58367', u'types': [u'postal_code'], u'short_name': u'58367'}, {u'long_name': u'7153', u'types': [u'postal_code_suffix'], u'short_name': u'7153'}], u'place_id': u'EigyMDEtMjQ3IDJuZCBBdmUgTkUsIFJvbGxhLCBORCA1ODM2NywgVVNB', u'formatted_address': u'201-247 2nd Ave NE, Rolla, ND 58367, USA', u'types': [u'route', u'street_address']}",Rolla,North Dakota,"48.8615774,-99.6155575",Rolette County
840,48.8402035,-95.7599634,LifeCare Medical Center,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 48.8405164, u'lng': -95.7589891}, u'southwest': {u'lat': 48.8397336, u'lng': -95.7601672}}, u'viewport': {u'northeast': {u'lat': 48.8414739802915, u'lng': -95.7582291697085}, u'southwest': {u'lat': 48.8387760197085, u'lng': -95.7609271302915}}, u'location': {u'lat': 48.8402035, u'lng': -95.7599634}}, u'address_components': [{u'long_name': u'557-771', u'types': [u'street_number'], u'short_name': u'557-771'}, {u'long_name': u'Delmore Drive', u'types': [u'route'], u'short_name': u'Delmore Dr'}, {u'long_name': u'Roseau', u'types': [u'locality', u'political'], u'short_name': u'Roseau'}, {u'long_name': u'Roseau County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Roseau County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'56751', u'types': [u'postal_code'], u'short_name': u'56751'}], u'place_id': u'Eik1NTctNzcxIERlbG1vcmUgRHIsIFJvc2VhdSwgTU4gNTY3NTEsIFVTQQ', u'formatted_address': u'557-771 Delmore Dr, Roseau, MN 56751, USA', u'types': [u'route', u'street_address']}",Roseau,Minnesota,"48.8402035,-95.7599634",Roseau County
1042,48.8292481,-100.4491361,St. Andrews Health Center,5,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 48.8294289, u'lng': -100.4491121}, u'southwest': {u'lat': 48.8283639, u'lng': -100.4491315}}, u'viewport': {u'northeast': {u'lat': 48.8302453802915, u'lng': -100.4477728197085}, u'southwest': {u'lat': 48.8275474197085, u'lng': -100.4504707802915}}, u'location': {u'lat': 48.8292481, u'lng': -100.4491361}}, u'address_components': [{u'long_name': u'300-398', u'types': [u'street_number'], u'short_name': u'300-398'}, {u'long_name': u'Ohmer Street', u'types': [u'route'], u'short_name': u'Ohmer St'}, {u'long_name': u'Bottineau', u'types': [u'locality', u'political'], u'short_name': u'Bottineau'}, {u'long_name': u'Bottineau County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Bottineau County'}, {u'long_name': u'North Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'ND'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'58318', u'types': [u'postal_code'], u'short_name': u'58318'}], u'place_id': u'EiozMDAtMzk4IE9obWVyIFN0LCBCb3R0aW5lYXUsIE5EIDU4MzE4LCBVU0E', u'formatted_address': u'300-398 Ohmer St, Bottineau, ND 58318, USA', u'types': [u'route', u'street_address']}",Bottineau,North Dakota,"48.8292481,-100.4491361",Bottineau County
